AcceptedTaxonID	Kingdom	Phylum	Class	Order	Superfamily	Family	Genus	SubGenusName	SpeciesEpithet	AuthorString	GSDNameStatus	Sp2000NameStatus	IsExtinct	HasPreHolocene	HasModern	LifeZone	AdditionalData	LTSSpecialists	LTSDate	SpeciesURL	GSDTaxonGUID	GSDNameGUID
422	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		serpentina	D.L.Jones & P.I.Forst.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
423	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		spiralis	(Salisb.) Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
424	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		stenomera	L.A.S.Johnson		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
425	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Macrozamia		viridis	D.L.Jones & P.I.Forst.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
427	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Microcycas		calocoma	(Miq.) A.DC.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
430	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Stangeria		eriopus	(Kunze) Baill.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
436	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		acuminata	Oerst. ex Dyer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
438	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		amazonum	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
440	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		amplifolia	W.Bull ex Mast.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
441	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		angustifolia	Jacq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
444	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		boliviana	(Brongn.) A.DC.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
449	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		chigua	Seem.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
450	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		cremnophila	Vovides, Schutzman & Dehgan		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
451	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		cunaria	Dressler & D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
458	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		decumbens	Calonje, Meerman, M.P.Griff. & Hoese		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
460	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		disodon	D.W.Stev. & Sabato		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
461	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		dressleri	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
462	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		elegantissima	Schutzman, Vovides & R.S.Adams		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
463	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		encephalartoides	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
464	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		erosa	O.F.Cook & G.N.Collins		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
465	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		fairchildiana	L.D.Gómez		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
466	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		fischeri	Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
468	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		furfuracea	L.f.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
471	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		gentryi	Dodson		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
472	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		gomeziana	R.H.Acuña		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
473	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		grijalvensis	Pérez-Farr., Vovides & Mart.-Camilo		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
476	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		hamannii	A.S.Taylor, J.L.Haynes & Holzman		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
477	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		herrerae	S.Calderón & Standl.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
479	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		huilensis	Calonje, H.E.Esquivel & D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
481	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		hymenophyllidia	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
482	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		imperialis	A.S.Taylor, J.L.Haynes & Holzman		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
483	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		incognita	A.Lindstr. & Idárraga		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
484	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		inermis	Vovides, J.D.Rees & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
485	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		integrifolia	L.f.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
486	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		ipetiensis	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
488	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		katzeriana	(Regel) E.Rettig		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
490	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		lacandona	Schutzman & Vovides		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
496	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		lecointei	Ducke		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
500	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		lindenii	Regel ex André		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
501	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		lindleyi	Warsz. ex A.Dietr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
826	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		lindosensis	D.W.Stev., D.Cárdenas & N.Castaño		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
502	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		loddigesii	Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
507	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		lucayana	Britton		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
508	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		macrochiera	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
511	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		manicata	Linden ex Regel		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
513	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		meermanii	Calonje		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
514	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		melanorrhachis	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
737	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		miquelii	W.Bull		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
516	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		montana	Braun		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
517	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		monticola	Chamb.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
519	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		muricata	Willd.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
434	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		nana	A.Lindstr., Calonje, D.W.Stev. & A.S.Taylor		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
522	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		nesophila	A.S.Taylor, J.L.Haynes & Holzman		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
523	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		neurophyllidia	D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
524	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		noeffiana	Linden ex Wittm.		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
526	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		obliqua	A.Braun		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
528	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		oligodonta	E.Calderón & D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
529	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		onan-reyesii	C.Nelson & Sandoval		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
530	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		oreillyi	C.Nelson		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
830	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		paucifoliolata	Calonje		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
533	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		paucijuga	Wieland		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
535	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		poeppigiana	Mart. & Eichler		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
537	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		portoricensis	Urb.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
538	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		potemkinii	Hort. ex Miq.		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
539	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		prasina	W.Bull		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
540	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		pseudomonticola	L.D.Gómez ex D.W.Stev. & Sabato		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
541	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		pseudoparasitica	J.Yates		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
542	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		pumila	L.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
544	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		purpurea	Vovides, J.D.Rees & Vázq.Torres		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
545	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		pygmaea	Sims		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
546	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		pyrophylla	Calonje, D.W.Stev. & A.Lindstr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
547	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		restrepoi	(D.W.Stev.) A.Lindstr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
548	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		roezlii	Linden		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
549	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		sandovalii	C.Nelson		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
552	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		skinneri	Warsz. ex A.Dietr.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
553	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		soconuscensis	Schutzman, Vovides & Dehgan		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
554	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		spartea	A.DC.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
555	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		splendens	Schutzman		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
556	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		standleyi	Schutzman		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
557	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		stevensonii	A.S.Taylor & Holzman		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
558	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		stricta	Miq.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
729	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		tenuifolia	W.Bull		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
561	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		tolimensis	Calonje, H.E.Esquivel & D.W.Stev.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
587	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		tridentata	Willd.		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
562	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		tuerckheimii	Donn.Sm.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
563	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		ulei	Dammer		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
565	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		urep	B.Walln.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
566	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		variegata	Warsz.		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
567	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		vazquezii	D.W.Stev., Sabato & De Luca		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
569	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		verschaffeltii	Miq.		4	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
8	Plantae	Tracheophyta	Cycadopsida			Zamiaceae	Zamia		wallisii	Braun		1	0	0	1			Calonje M., Stanberg L. & Stevenson D.	2019-02-15			
