DatabaseFullName	DatabaseShortName	DatabaseVersion	ReleaseDate	AuthorsEditors	TaxonomicCoverage	GroupNameInEnglish	Abstract	Organisation	HomeURL	Coverage	Completeness	Confidence	LogoFileName	ContactPerson
The World List of Cycads, online edition	The World List of Cycads	2019-02-01	2019-02-15	Calonje M., Stevenson D.W., Osborne R.	Plantae - Tracheophyta - Cycadopsida	Cycads	The World List of Cycads is a working list of known cycad species names with the primary goal of providing reliable information on the taxonomy of cycads for use by researchers, conservation planners, and others. It is developed in close collaboration with world's foremost cycad experts and published under the auspices of the IUCN's Cycad Specialist Group. The printed edition is published in the proceedings of the International Conference of Cycad Biology, which is held every three years.	IUCN / SSC Cycad Specialist Group, Montgomery Botanical Center, Coral Gables, FL, USA; New York Botanical Garden, Bronx NY, USA; Royal Botanic Gardens, Sydney, New South Wales, Australia.	http://cycadlist.org	Global	100	5		Michael Calonje
