ID	nameID	provisional	accordingTo	accordingToID	accordingToDate	fossil	recent	lifezone	link	kingdom	phylum	class	order	genus	family
145	145	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=145	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
146	146	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=146	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
653	653	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=653	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
147	147	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=147	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
154	154	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=154	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
155	155	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=155	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
575	575	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=575	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
156	156	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=156	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
157	157	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=157	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
159	159	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=159	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
160	160	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=160	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
161	161	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=161	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
576	576	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=576	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
572	572	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=572	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
162	162	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=162	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
163	163	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=163	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
165	165	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=165	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
167	167	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=167	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
169	169	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=169	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
170	170	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=170	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
172	172	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=172	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
674	674	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=674	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
173	173	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=173	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
174	174	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=174	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
176	176	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=176	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
177	177	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=177	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
673	673	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=673	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
178	178	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=178	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
180	180	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=180	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
181	181	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=181	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
183	183	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=183	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
186	186	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=186	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
187	187	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=187	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
188	188	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=188	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
189	189	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=189	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
190	190	1	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=190	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
191	191	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=191	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
196	196	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=196	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
197	197	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=197	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
595	595	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=595	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
202	202	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=202	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
203	203	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=203	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
204	204	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=204	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
205	205	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=205	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
206	206	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=206	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
207	207	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=207	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
208	208	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=208	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
815	815	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=815	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
210	210	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=210	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
213	213	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=213	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
215	215	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=215	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
216	216	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=216	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
217	217	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=217	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
219	219	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=219	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
221	221	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=221	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
223	223	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=223	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
224	224	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=224	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
225	225	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=225	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
226	226	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=226	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
227	227	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=227	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
228	228	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=228	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
229	229	1	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=229	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
230	230	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=230	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
232	232	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=232	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
234	234	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=234	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
235	235	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=235	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
238	238	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=238	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
239	239	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=239	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
240	240	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=240	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
241	241	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=241	Plantae	Tracheophyta	Cycadopsida	Cycadales	Cycas	Cycadaceae
244	244	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=244	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
245	245	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=245	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
246	246	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=246	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
247	247	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=247	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
248	248	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=248	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
255	255	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=255	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
257	257	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=257	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
258	258	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=258	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
740	740	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=740	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
259	259	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=259	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
260	260	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=260	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
261	261	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=261	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
262	262	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=262	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
263	263	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=263	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
265	265	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=265	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
827	827	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=827	Plantae	Tracheophyta	Cycadopsida	Cycadales	Dioon	Zamiaceae
271	271	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=271	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
272	272	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=272	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
273	273	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=273	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
274	274	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=274	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
275	275	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=275	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
276	276	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=276	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
578	578	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=578	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
278	278	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=278	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
279	279	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=279	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
280	280	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=280	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
281	281	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=281	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
282	282	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=282	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
283	283	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=283	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
284	284	0	Calonje M., Stevenson D.W., Osborne R.	0000-0001-9650-3136; 0000-0002-2986-7076; 	2019-02-15	0	1	terrestrial	http://cycadlist.org/taxon.php?Taxon_ID=284	Plantae	Tracheophyta	Cycadopsida	Cycadales	Encephalartos	Zamiaceae
